index,Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,rating,playtime,ratings_count,game_series_count,platforms
6397,Medieval Games,2009.0,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16,0.0,0,0,0,Wii
6398,Jurassic Park: The Game,2011.0,Action,Telltale Games,0.15,0.0,0.0,0.01,0.16,2.89,3,62,0,PC||iOS||macOS||Xbox 360
6399,Ener-G Horse Riders,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16,0.0,0,0,0,Nintendo DS
6400,The Incredible Hulk: The Pantheon Saga,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16,0.0,0,0,0,PC||PlayStation||SEGA Saturn
6401,Monster House,2006.0,Adventure,THQ,0.14,0.0,0.0,0.01,0.16,0.0,0,3,0,Game Boy Advance||GameCube||Nintendo DS||PlayStation 2
6402,Monster House,2006.0,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,0.0,0,3,0,Game Boy Advance||GameCube||Nintendo DS||PlayStation 2
6403,Monster House,2006.0,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,0.0,0,3,0,Game Boy Advance||GameCube||Nintendo DS||PlayStation 2
6404,Monster House,2006.0,Adventure,THQ,0.06,0.02,0.0,0.0,0.09,0.0,0,3,0,Game Boy Advance||GameCube||Nintendo DS||PlayStation 2
6405,Theatrhythm Dragon Quest,2015.0,Misc,Square Enix,0.0,0.0,0.16,0.0,0.16,0.0,0,0,0,Nintendo 3DS
6406,Sherlock Holmes vs. Jack the Ripper,2009.0,Adventure,Focus Home Interactive,0.11,0.03,0.0,0.01,0.16,3.8,0,10,0,PC
6407,Sherlock Holmes vs. Jack the Ripper,2009.0,Adventure,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,3.8,0,10,0,PC
6408,Polaris SnoCross,2000.0,Racing,Vatical Entertainment,0.09,0.06,0.0,0.01,0.16,0.0,0,0,0,PlayStation||Nintendo 64||Game Boy Color||PC
6409,Polaris SnoCross,2000.0,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06,0.0,0,0,0,PlayStation||Nintendo 64||Game Boy Color||PC
6410,Muppet RaceMania,1999.0,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,0.0,0,1,0,PlayStation
6411,Digimon Battle Spirit 2,2003.0,Fighting,Namco Bandai Games,0.11,0.04,0.0,0.0,0.15,0.0,0,1,0,Game Boy Advance
6412,Driven,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,0.0,0,1,0,PlayStation 2||Game Boy Advance||GameCube
6413,Driven,2002.0,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08,0.0,0,1,0,PlayStation 2||Game Boy Advance||GameCube
6414,Driven,2001.0,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,0.0,0,1,0,PlayStation 2||Game Boy Advance||GameCube
6415,"Warhammer 40,000: Fire Warrior",2003.0,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,2.25,0,12,0,PC||PlayStation 2
6416,Lufia: Curse of the Sinistrals,2010.0,Role-Playing,Square Enix,0.11,0.0,0.03,0.01,0.15,0.0,0,1,0,Nintendo DS
6417,Mugen Souls,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,2.71,6,7,0,PC||PlayStation 3
6418,Tokyo Xanadu,2015.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15,0.0,0,5,0,PS Vita
6419,Paris-Dakar Rally,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,0.0,0,1,0,PC
6420,My Baby 3 & Friends,2010.0,Simulation,Majesco Entertainment,0.12,0.02,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6421,Chessmaster: The Art of Learning,2007.0,Misc,Ubisoft,0.12,0.03,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6422,Chessmaster: The Art of Learning,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,0.0,0,0,0,Nintendo DS
6423,Atelier Iris: Eternal Mana,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,3.38,0,8,0,PlayStation 2
6424,Knockout Kings 2003,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,0.0,0,0,0,GameCube
6425,Digimon World 4,2005.0,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15,3.0,0,12,0,Xbox||GameCube||PlayStation 2
6426,Digimon World 4,2005.0,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,3.0,0,12,0,Xbox||GameCube||PlayStation 2
6427,Digimon World 4,2005.0,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,3.0,0,12,0,Xbox||GameCube||PlayStation 2
6428,Scripps Spelling Bee,2010.0,Simulation,THQ,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6429,Bust-A-Move Bash!,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.15,0.0,0,0,0,Wii
6430,Home Run,1978.0,Sports,Atari,0.14,0.01,0.0,0.0,0.15,0.0,0,0,0,PC||macOS
6431,Saturn Bomberman,1996.0,Puzzle,Sega,0.0,0.0,0.15,0.0,0.15,0.0,0,2,0,SEGA Saturn
6432,Klax,1989.0,Puzzle,Atari,0.14,0.01,0.0,0.0,0.15,3.0,0,6,0,Atari ST||Atari 2600||Game Boy Advance||Atari 5200||NES||SEGA Master System||Game Gear||Commodore / Amiga||Game Boy Color||Atari 7800||Game Boy||Genesis||PC
6433,Pressure Cooker,1982.0,Action,Activision,0.14,0.01,0.0,0.0,0.15,0.0,0,0,0,Atari 2600
6434,Doctor Who: Evacuation Earth,2010.0,Adventure,Asylum Entertainment,0.0,0.13,0.0,0.02,0.15,0.0,0,0,0,Nintendo DS
6435,Kingdom Under Fire: Heroes,2005.0,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,0.0,1,3,0,PC||Xbox
6436,Infected,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Web
6437,Gundam Breaker 2,2014.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0,0,0,0,PS Vita||PlayStation 3
6438,Gundam Breaker 2,2014.0,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.0,0,0,0,PS Vita||PlayStation 3
6439,Bleach: Dark Souls,2007.0,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,0.0,0,1,3,Nintendo DS
6440,Gunslingers,2010.0,Shooter,Neko Entertainment,0.07,0.06,0.0,0.02,0.15,2.17,1,6,0,PC||Wii
6441,Amagami,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,0.0,0,1,0,PlayStation 2||PSP||PS Vita
6442,Amagami,2009.0,Adventure,Enterbrain,0.0,0.0,0.13,0.0,0.13,0.0,0,1,0,PlayStation 2||PSP||PS Vita
6443,Amagami,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,0.0,0,1,0,PlayStation 2||PSP||PS Vita
6444,Blitz: The League II,2008.0,Sports,Midway Games,0.11,0.02,0.0,0.02,0.15,3.78,0,8,0,Xbox 360
6445,Blitz: The League II,2008.0,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,3.78,0,8,0,Xbox 360
6446,Block Party,2008.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Xbox 360||Wii
6447,Shovel Knight,2015.0,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.15,4.27,6,348,3,macOS||PC||PS Vita||Nintendo Switch||Linux||Nintendo 3DS||Wii U||PlayStation 3||PlayStation 4||Xbox One
6448,Shovel Knight,2015.0,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,4.27,6,348,3,macOS||PC||PS Vita||Nintendo Switch||Linux||Nintendo 3DS||Wii U||PlayStation 3||PlayStation 4||Xbox One
6449,Shovel Knight,2015.0,Platform,Yacht Club Games,0.04,0.03,0.0,0.01,0.09,4.27,6,348,3,macOS||PC||PS Vita||Nintendo Switch||Linux||Nintendo 3DS||Wii U||PlayStation 3||PlayStation 4||Xbox One
6450,Little League World Series Baseball 2009,2009.0,Sports,Activision,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS||Wii
6451,Little League World Series Baseball 2009,2009.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,0.0,0,0,0,Nintendo DS||Wii
6452,Arcade Zone,2009.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Wii
6453,The Secret Saturdays: Beasts of the 5th Sun,2009.0,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15,0.0,0,1,0,Wii||Nintendo DS||PlayStation 2
6454,The Secret Saturdays: Beasts of the 5th Sun,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,0.0,0,1,0,Wii||Nintendo DS||PlayStation 2
6455,The Secret Saturdays: Beasts of the 5th Sun,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,0.0,0,1,0,Wii||Nintendo DS||PlayStation 2
6456,The Secret Saturdays: Beasts of the 5th Sun,2009.0,Action,D3Publisher,0.08,0.0,0.0,0.01,0.08,0.0,0,1,0,Wii||Nintendo DS||PlayStation 2
6457,Family Party: Fitness Fun,2010.0,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Wii
6458,MLB Power Pros 2008,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,0.0,0,1,0,Wii||Nintendo DS
6459,MLB Power Pros 2008,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,0.0,0,1,0,Wii||Nintendo DS
6460,MLB Power Pros 2008,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.06,0.0,0,1,0,Wii||Nintendo DS
6461,Sonny with a Chance,2010.0,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6462,Tears to Tiara II: Heir of the Overlord,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,0.0,0,0,0,PlayStation 3
6463,Samurai Warriors: Katana,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,0.0,0,0,0,Wii
6464,Naruto Shippuden: Legends: Akatsuki Rising,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,3.5,0,5,0,PSP
6465,Kingdom of Paradise,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,0.0,0,1,0,PSP||PS Vita
6466,Super Monkey Ball Adventure,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,0.0,0,1,0,PSP
6467,Super Monkey Ball Adventure,2006.0,Platform,Sega,0.05,0.02,0.0,0.01,0.08,0.0,0,1,0,PSP
6468,Super Monkey Ball Adventure,2006.0,Platform,Sega,0.01,0.01,0.0,0.0,0.03,0.0,0,1,0,PSP
6469,Space Camp,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS||Wii
6470,Space Camp,2009.0,Action,Activision,0.12,0.0,0.0,0.01,0.13,0.0,0,0,0,Nintendo DS||Wii
6471,Shadow Ops: Red Mercury,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,3.38,1,8,0,PC
6472,Oreshika: Tainted Bloodlines,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,2.95,0,21,0,PS Vita
6473,World League Soccer,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,0.0,0,1,0,Atari ST||SNES||Commodore / Amiga||PC
6474,The Sims Medieval: Pirates and Nobles,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,3.5,0,8,0,PC
6475,Musashi: Samurai Legend,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,0.0,0,1,0,PlayStation 2
6476,Build-A-Bear Workshop: Welcome to Hugsville,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6477,The Oregon Trail,2011.0,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01,0.15,0.0,0,4,0,Wii||Nintendo 3DS||PC||Nintendo DS
6478,The Oregon Trail,2011.0,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13,0.0,0,4,0,Wii||Nintendo 3DS||PC||Nintendo DS
6479,F1 2001,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0.0,0,2,0,PC
6480,F1 2001,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,0.0,0,2,0,PC
6481,Dark Rift,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,0.0,0,0,0,Nintendo 64||PC
6482,Space Station Silicon Valley,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,0.0,0,5,0,PlayStation||Nintendo 64
6483,Cake Mania: In The Mix!,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Wii
6484,Space Invaders Extreme,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,4.0,2,6,0,PC||PSP||Nintendo DS||Xbox 360
6485,Space Invaders Extreme,2008.0,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09,4.0,2,6,0,PC||PSP||Nintendo DS||Xbox 360
6486,Castlevania: Lords of Shadow - Mirror of Fate,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,3.76,2,87,19,Xbox One||PC||Nintendo 3DS||Xbox 360||PlayStation 3
6487,Thor: God of Thunder,2011.0,Action,Sega,0.1,0.04,0.0,0.01,0.15,2.82,0,11,0,Xbox 360||Nintendo DS||Nintendo 3DS||PlayStation 3||Wii
6488,Thor: God of Thunder,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.14,2.82,0,11,0,Xbox 360||Nintendo DS||Nintendo 3DS||PlayStation 3||Wii
6489,Thor: God of Thunder,2011.0,Action,Sega,0.07,0.05,0.0,0.02,0.14,2.82,0,11,0,Xbox 360||Nintendo DS||Nintendo 3DS||PlayStation 3||Wii
6490,Thor: God of Thunder,2011.0,Action,Sega,0.08,0.04,0.0,0.01,0.13,2.82,0,11,0,Xbox 360||Nintendo DS||Nintendo 3DS||PlayStation 3||Wii
6491,Thor: God of Thunder,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1,2.82,0,11,0,Xbox 360||Nintendo DS||Nintendo 3DS||PlayStation 3||Wii
6492,Brain Boost: Gamma Wave,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6493,Geist,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,0.0,0,3,0,GameCube
6494,Cardinal Syn,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0.0,0,1,0,PlayStation
6495,Final Fantasy XIV: Heavensward,2015.0,Action,Square Enix,0.0,0.07,0.06,0.01,0.15,4.42,0,36,0,PlayStation 4||PC||PlayStation 3
6496,Final Fantasy XIV: Heavensward,2015.0,Action,Square Enix,0.02,0.01,0.0,0.0,0.03,4.42,0,36,0,PlayStation 4||PC||PlayStation 3
6497,Final Fantasy XIV: Heavensward,2015.0,Action,Square Enix,0.01,0.0,0.01,0.0,0.03,4.42,0,36,0,PlayStation 4||PC||PlayStation 3
6498,Deponia,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15,3.86,4,474,3,Nintendo Switch||macOS||PC||iOS||Linux||Xbox One||PlayStation 4
6499,Metal Gear Solid: Peace Walker HD Edition,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,4.09,0,58,0,Xbox 360||PlayStation 3
6500,Metal Gear Solid: Peace Walker HD Edition,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,4.09,0,58,0,Xbox 360||PlayStation 3
6501,Battle Stadium D.O.N,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0,0,2,0,PlayStation 2||GameCube
6502,Battle Stadium D.O.N,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,0.0,0,2,0,PlayStation 2||GameCube
6503,High Velocity Bowling,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,2.88,0,8,0,PlayStation 3
6504,Brain Boost: Beta Wave,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6505,Blazing Angels 2: Secret Missions of WWII,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,0.0,3,2,0,PC||PlayStation 3
6506,Blazing Angels 2: Secret Missions of WWII,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,0.0,3,2,0,PC||PlayStation 3
6507,Backyard Sports: Sandlot Sluggers,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,0.0,9,0,0,Wii||Nintendo DS||PC
6508,Backyard Sports: Sandlot Sluggers,2010.0,Sports,Atari,0.13,0.0,0.0,0.01,0.14,0.0,9,0,0,Wii||Nintendo DS||PC
6509,Backyard Sports: Sandlot Sluggers,2010.0,Sports,Atari,0.09,0.0,0.0,0.01,0.09,0.0,9,0,0,Wii||Nintendo DS||PC
6510,Nancy Drew: The White Wolf of Icicle Creek,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,4.0,10,9,0,PC||Wii
6511,Toy Story Racer,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,3.5,0,6,0,Android||Game Boy Color||PSP||PlayStation||PlayStation 3||PS Vita
6512,Galerians,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,0.0,0,4,0,PlayStation
6513,Medal of Honor: Infiltrator,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,0.0,0,3,0,Game Boy Advance
6514,Blazing Dragons,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,0.0,0,1,0,PlayStation||SEGA Saturn
6515,Victorious: Hollywood Arts Debut,2011.0,Misc,D3Publisher,0.13,0.01,0.0,0.01,0.15,0.0,0,0,0,Nintendo DS
6516,Baseball Blast!,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Wii
6517,Active Life Explorer,2010.0,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0.0,0,0,0,Wii
6518,White Knight Chronicles: Origins,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,0.0,0,0,0,PS Vita||PSP
6519,Darkstalkers Chronicle: The Chaos Tower,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,0.0,0,2,0,PSP||PS Vita
6520,Ben 10 Galactic Racing,2011.0,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.15,0.0,0,4,0,Wii||Nintendo 3DS||PlayStation 3||Xbox 360||Nintendo DS
6521,Ben 10 Galactic Racing,2011.0,Racing,D3Publisher,0.09,0.03,0.0,0.01,0.13,0.0,0,4,0,Wii||Nintendo 3DS||PlayStation 3||Xbox 360||Nintendo DS
6522,Ben 10 Galactic Racing,2011.0,Racing,D3Publisher,0.08,0.03,0.0,0.01,0.12,0.0,0,4,0,Wii||Nintendo 3DS||PlayStation 3||Xbox 360||Nintendo DS
6523,Ben 10 Galactic Racing,2011.0,Racing,D3Publisher,0.07,0.02,0.0,0.01,0.1,0.0,0,4,0,Wii||Nintendo 3DS||PlayStation 3||Xbox 360||Nintendo DS
6524,Ben 10 Galactic Racing,2011.0,Racing,D3Publisher,0.06,0.02,0.0,0.01,0.09,0.0,0,4,0,Wii||Nintendo 3DS||PlayStation 3||Xbox 360||Nintendo DS
6525,Ben 10 Galactic Racing,2012.0,Racing,D3Publisher,0.02,0.01,0.0,0.01,0.04,0.0,0,4,0,Wii||Nintendo 3DS||PlayStation 3||Xbox 360||Nintendo DS
6526,Mad Dash Racing,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,0.0,0,1,0,Xbox
6527,Summon Night 5,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0,0,0,0,PS Vita||PSP
6528,Black Rock Shooter: The Game,2011.0,Role-Playing,NIS America,0.0,0.0,0.15,0.0,0.15,0.0,0,4,0,PSP||PS Vita
6529,BMX XXX,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,0.0,0,2,0,Xbox||GameCube||PlayStation 2
6530,BMX XXX,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,0.0,0,2,0,Xbox||GameCube||PlayStation 2
6531,BMX XXX,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,0.0,0,2,0,Xbox||GameCube||PlayStation 2
6532,Making History: The Great War,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0,6,1,0,PC||macOS||Linux
6533,Making History: The Great War,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0,6,1,0,PC||macOS||Linux
6534,Guilty Gear X2 #Reload,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,4.21,4,24,4,PC||Xbox 360
6535,Ultimate Board Game Collection,2007.0,Misc,Xplosiv,0.13,0.0,0.0,0.01,0.14,0.0,0,0,0,PlayStation 3||PSP||PS Vita||Wii
6536,Ultimate Board Game Collection,2007.0,Misc,Xplosiv,0.06,0.0,0.0,0.01,0.07,0.0,0,0,0,PlayStation 3||PSP||PS Vita||Wii
6537,Ultimate Board Game Collection,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01,0.0,0,0,0,PlayStation 3||PSP||PS Vita||Wii
6538,Grabbed by the Ghoulies,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,0.0,0,5,0,Xbox 360
6539,CSI: 3 Dimensions of Murder,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,3.5,0,6,0,PC
6540,CSI: 3 Dimensions of Murder,2006.0,Adventure,Ubisoft,0.0,0.0,0.0,0.0,0.01,3.5,0,6,0,PC
6541,Record of Agarest War 2,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,0.0,0,1,0,PC||PlayStation 3
6542,QuickSpot,2006.0,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14,0.0,0,0,0,Nintendo DS
6543,Power Rangers: Super Legends,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,0.0,0,5,0,PC||PlayStation 2
6544,Power Rangers: Super Legends,2007.0,Action,Disney Interactive Studios,0.08,0.02,0.0,0.01,0.1,0.0,0,5,0,PC||PlayStation 2
6545,Shining Force CD,1994.0,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,0.0,0,3,0,SEGA CD
6546,Rayman 3,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,0.0,0,2,0,Wii U
6547,Fatal Frame,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,4.25,0,27,5,Xbox||PlayStation 3||PlayStation 2
6548,Fatal Frame,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,4.25,0,27,5,Xbox||PlayStation 3||PlayStation 2
6549,The Fifth Element,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,2.71,0,14,0,PC||PlayStation
6550,Cave Story 3D,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,0.0,0,1,0,Nintendo 3DS
6551,Casper: Spirit Dimensions,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,0.0,0,0,0,GameCube||PlayStation 2
6552,Casper: Spirit Dimensions,2002.0,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,0.0,0,0,0,GameCube||PlayStation 2
6553,Thunder Truck Rally,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,0.0,0,3,0,PlayStation||PC
6554,Heroes of Mana,2007.0,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,0.0,0,2,0,Nintendo DS
6555,Klonoa: Empire of Dreams,2001.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,0.0,2,4,4,Wii U||Game Boy Advance
6556,Geometry Wars: Galaxies,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.14,0.0,2,0,0,Nintendo DS||Wii
6557,Geometry Wars: Galaxies,2007.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12,0.0,2,0,0,Nintendo DS||Wii
6558,Mega Man Powered Up,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,0.0,0,5,0,PSP
6559,Balloon Pop,2009.0,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,0.0,0,0,0,Android||Wii
6560,Balloon Pop,2007.0,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,0.0,0,0,0,Android||Wii
6561,Class of Heroes,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,0.0,0,1,0,PSP||PS Vita
6562,Second Sight,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,4.05,2,20,0,PC
6563,Second Sight,2004.0,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07,4.05,2,20,0,PC
6564,Second Sight,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,4.05,2,20,0,PC
6565,Phantom Brave,2004.0,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,0.0,0,0,0,PlayStation 2
6566,Doshin the Giant,2002.0,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,0.0,0,0,0,GameCube
6567,Star Ocean: Blue Sphere,2001.0,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,0.0,0,0,7,Game Boy||Game Boy Color
6568,Front Mission Alternative,1997.0,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,0.0,0,0,10,PlayStation
6569,Harvest Moon: Hero of Leaf Valley,2009.0,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,0.0,0,4,0,PSP||PS Vita
6570,Diner Dash: Flo on the Go,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,0.0,0,1,1,PC
6571,Hexyz Force,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,0.0,0,3,0,PSP||PS Vita
6572,Power Stone,1998.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,4.12,0,16,0,Dreamcast
6573,Jonny Moseley Mad Trix,2001.0,Sports,3DO,0.07,0.05,0.0,0.02,0.14,0.0,0,0,0,Game Boy Advance||GameCube||PlayStation 2
6574,Cake Mania 3,2009.0,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,0.0,0,0,0,Nintendo DS||PC
6575,Naruto Shippuden: Ninja Destiny 3,2006.0,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,0.0,0,0,0,Nintendo DS
6576,.hack//Link,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.0,0,1,0,PSP
6577,Victorious Boxers: Revolution,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,0.0,0,0,0,Wii
