Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Publisher,platforms,Years_of_Release,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy
Harvest Moon: Save the Homeland,0.19,0.15,0.0,0.05,0.4,Simulation,Natsume,2,16.0,0,0,0,0,0,0,0,0,0,1,0,0
Mother 3,0.0,0.0,0.39,0.01,0.4,Role-Playing,Nintendo,2,11.0,0,0,0,0,0,0,0,1,0,0,0,0
Divinity: Original Sin,0.15000000000000002,0.16999999999999998,0.03,0.05,0.4,Role-Playing,Focus Home Interactive,2,2.5,0,0,0,0,0,0,0,1,0,0,0,0
Backyard Wrestling 2: There Goes the Neighborhood,0.23,0.14,0.0,0.04,0.4,Fighting,Eidos Interactive,2,13.0,0,0,1,0,0,0,0,0,0,0,0,0
Marvel Super Heroes,0.19,0.13,0.06,0.02,0.4,Fighting,Virgin Interactive,2,20.0,0,0,1,0,0,0,0,0,0,0,0,0
Marvel Super Heroes,0.19,0.13,0.06,0.02,0.4,Fighting,Capcom,2,20.0,0,0,1,0,0,0,0,0,0,0,0,0
Metal Gear Solid: The Legacy Collection,0.31,0.01,0.03,0.06,0.4,Adventure,Konami Digital Entertainment,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0
Fighting Vipers,0.0,0.0,0.4,0.0,0.4,Fighting,Sega,2,22.0,0,0,1,0,0,0,0,0,0,0,0,0
Castlevania: Portrait of Ruin,0.31,0.02,0.04,0.03,0.4,Platform,Konami Digital Entertainment,1,11.0,0,0,0,0,1,0,0,0,0,0,0,0
SBK X: Superbike World Championship,0.15000000000000002,0.19,0.0,0.06,0.4,Racing,Black Bean Games,2,7.0,0,0,0,0,0,0,1,0,0,0,0,0
Dancing With The Stars,0.3,0.06,0.0,0.04,0.4,Misc,Activision,3,10.0,0,0,0,1,0,0,0,0,0,0,0,0
50 Cent: Blood on the Sand,0.22,0.13,0.01,0.05,0.4,Shooter,THQ,1,8.0,0,0,0,0,0,0,0,0,1,0,0,0
Bugs Bunny: Lost in Time,0.22,0.15,0.0,0.03,0.4,Platform,Infogrames,2,18.0,0,0,0,0,1,0,0,0,0,0,0,0
Battalion Wars,0.25,0.07,0.07,0.01,0.4,Strategy,Nintendo,1,12.0,0,0,0,0,0,0,0,0,0,0,0,1
Suzuki TT Superbikes,0.33,0.01,0.0,0.05,0.4,Racing,Jester Interactive,1,12.0,0,0,0,0,0,0,1,0,0,0,0,0
Rune Factory 3: A Fantasy Harvest Moon,0.26,0.03,0.1,0.02,0.4,Role-Playing,Rising Star Games,1,8.0,0,0,0,0,0,0,0,1,0,0,0,0
The Gunstringer,0.26,0.1,0.0,0.04,0.4,Shooter,Microsoft Game Studios,1,6.0,0,0,0,0,0,0,0,0,1,0,0,0
Pet in TV,0.0,0.0,0.38,0.03,0.4,Strategy,Sony Computer Entertainment,4,20.0,0,0,0,0,0,0,0,0,0,0,0,1
Boku no Natsuyasumi,0.0,0.0,0.37,0.03,0.4,Adventure,Sony Computer Entertainment,1,17.0,0,1,0,0,0,0,0,0,0,0,0,0
Naruto: Path of the Ninja,0.37,0.0,0.0,0.03,0.4,Role-Playing,D3Publisher,1,10.0,0,0,0,0,0,0,0,1,0,0,0,0
Congo Bongo,0.37,0.02,0.0,0.0,0.4,Action,Sega,5,35.0,1,0,0,0,0,0,0,0,0,0,0,0
MLB Power Pros,0.23,0.0,0.15,0.02,0.39999999999999997,Sports,Konami Digital Entertainment,1,10.0,0,0,0,0,0,0,0,0,0,0,1,0
Prince of Persia: Rival Swords,0.32,0.04,0.0,0.03,0.39999999999999997,Action,Ubisoft,3,10.0,1,0,0,0,0,0,0,0,0,0,0,0
Persona 2: Eternal Punishment,0.03,0.02,0.33,0.02,0.39999999999999997,Role-Playing,Atlus,4,11.0,0,0,0,0,0,0,0,1,0,0,0,0
Vexx,0.25,0.12,0.0,0.03,0.39999999999999997,Platform,Acclaim Entertainment,3,14.0,0,0,0,0,1,0,0,0,0,0,0,0
"Sakura Wars: So Long, My Love",0.12000000000000001,0.09,0.15,0.03,0.39,Role-Playing,Sega,1,9.5,0,0,0,0,0,0,0,1,0,0,0,0
Bomberman Land,0.16999999999999998,0.01,0.18,0.02,0.39,Misc,Rising Star Games,2,12.333333333333334,0,0,0,1,0,0,0,0,0,0,0,0
Rumble Roses,0.19,0.15,0.0,0.05,0.39,Fighting,Konami Digital Entertainment,1,13.0,0,0,1,0,0,0,0,0,0,0,0,0
MotoGP 09/10,0.12000000000000001,0.22,0.0,0.06,0.39,Racing,Capcom,1,7.0,0,0,0,0,0,0,1,0,0,0,0,0
BlazBlue: Chrono Phantasma,0.18000000000000002,0.0,0.17,0.04,0.39,Fighting,Arc System Works,2,3.5,0,0,1,0,0,0,0,0,0,0,0,0
All-Star Baseball 2000,0.36,0.03,0.0,0.0,0.39,Sports,Acclaim Entertainment,2,18.0,0,0,0,0,0,0,0,0,0,0,1,0
Fishing Resort,0.14,0.0,0.25,0.01,0.39,Sports,Namco Bandai Games,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0
Conflict: Denied Ops,0.13,0.2,0.0,0.05,0.39,Shooter,Eidos Interactive,2,9.0,0,0,0,0,0,0,0,0,1,0,0,0
No More Heroes 2: Desperate Struggle,0.2,0.11,0.04,0.03,0.39,Action,Rising Star Games,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0
Apache: Air Assault,0.22999999999999998,0.12,0.0,0.04,0.39,Simulation,Activision,3,7.0,0,0,0,0,0,0,0,0,0,1,0,0
Enchanted Arms,0.33,0.03,0.0,0.04,0.39,Role-Playing,Ubisoft,2,10.5,0,0,0,0,0,0,0,1,0,0,0,0
Final Fantasy Crystal Chronicles: The Crystal Bearers,0.21,0.07,0.08,0.03,0.39,Action,Square Enix,1,8.0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Airbender,0.25,0.11000000000000001,0.0,0.03,0.39,Action,THQ,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0
Bomberman Land,0.16999999999999998,0.01,0.18,0.02,0.39,Misc,Hudson Soft,2,12.333333333333334,0,0,0,1,0,0,0,0,0,0,0,0
Bomberman Land,0.16999999999999998,0.01,0.18,0.02,0.39,Misc,Hudson Entertainment,2,12.333333333333334,0,0,0,1,0,0,0,0,0,0,0,0
Mobile Suit Gundam: Lost War Chronicles,0.0,0.0,0.39,0.0,0.39,Shooter,Namco Bandai Games,1,15.0,0,0,0,0,0,0,0,0,1,0,0,0
Kengo: Master of Bushido,0.16,0.13,0.06,0.04,0.39,Fighting,Ubisoft,1,17.0,0,0,1,0,0,0,0,0,0,0,0,0
Hooked! Again: Real Motion Fishing,0.36,0.0,0.0,0.03,0.39,Sports,505 Games,1,8.0,0,0,0,0,0,0,0,0,0,0,1,0
Tokimeki Memorial 2,0.0,0.0,0.36,0.03,0.39,Simulation,Konami Digital Entertainment,4,18.0,0,0,0,0,0,0,0,0,0,1,0,0
Backyard Baseball 10,0.28,0.07,0.0,0.04,0.39,Sports,Atari,1,8.0,0,0,0,0,0,0,0,0,0,0,1,0
Alvin and the Chipmunks: The Squeakquel,0.36,0.0,0.0,0.03,0.39,Misc,Majesco Entertainment,2,8.0,0,0,0,1,0,0,0,0,0,0,0,0
Birds of Steel,0.21000000000000002,0.11,0.02,0.04,0.39,Simulation,Konami Digital Entertainment,2,5.0,0,0,0,0,0,0,0,0,0,1,0,0
NCAA College Basketball 2K3,0.24,0.12,0.0,0.04,0.39,Sports,Sega,3,15.0,0,0,0,0,0,0,0,0,0,0,1,0
Bloody Roar,0.22,0.15,0.0,0.03,0.39,Fighting,Virgin Interactive,2,20.0,0,0,1,0,0,0,0,0,0,0,0,0
Disney's Brother Bear,0.28,0.1,0.0,0.01,0.39,Action,THQ,1,14.0,1,0,0,0,0,0,0,0,0,0,0,0
